success,trial_type,trial_index,time_elapsed,internal_node_id,subject,rt,stimulus,response,load_time,raw_gaze,percent_in_roi,average_offset,validation_points,samples_per_sec,view_history,type,Congruency,letter,webgazer_data,webgazer_targets,correct
true,fullscreen,0,2318,0.0-0.0,Harsh_pcv47lw7uuykddj,,,,,,,,,,,,,,,,
,image-button-response,1,4474,0.0-1.0,Harsh_pcv47lw7uuykddj,2153.070000000298,../../assets/images/overview.png,0,,,,,,,,,,,,,
,survey-likert,2,9757,0.0-2.0,Harsh_pcv47lw7uuykddj,5281.114999903366,,[object Object],,,,,,,,,,,,,
,survey-text,3,15959,0.0-3.0,Harsh_pcv47lw7uuykddj,6194.359999964945,,[object Object],,,,,,,,,,,,,
,webgazer-init-camera,4,24754,0.0-4.0,Harsh_pcv47lw7uuykddj,,,,3245,,,,,,,,,,,,
true,fullscreen,5,26973,0.0-5.0,Harsh_pcv47lw7uuykddj,,,,,,,,,,,,,,,,
,html-button-response,6,28467,0.0-6.0,Harsh_pcv47lw7uuykddj,1491.1599999759346,"<div style=""width: 800px;border: thin solid #0000FF ; border-radius: 10px ;"">
		<ul>
		<li style=""text-align:left; padding:8px; font-size: 18px"">    Now we will calibrate the web gazer.</li>
		<li style=""text-align:left; padding:8px; font-size: 18px"">It will take 2-3 minutes.</li>
		<li style=""text-align:left; padding:8px; font-size: 18px"">On the next screen you will see a sequence of black dots. There will be 20 of them.</li>
		<li style=""text-align:left; padding:8px; font-size: 18px"">Keep your head steady and look at each dot for atleast 3 seconds, then click the dot.</li>
		</ul></div>",0,,,,,,,,,,,,,
,webgazer-calibrate,7,43158,0.0-7.0-0.0,Harsh_pcv47lw7uuykddj,,,,,,,,,,,,,,,,
,webgazer-calibrate,8,62817,0.0-7.0-0.1,Harsh_pcv47lw7uuykddj,,,,,,,,,,,,,,,,
,html-button-response,9,64098,0.0-8.0,Harsh_pcv47lw7uuykddj,1279.6800000360236,"<div style=""width: 800px;border: thin solid #0000FF ; border-radius: 10px ;"">
		<p>Let's see how accurate the eye tracking is. </p>
		<p>Keep your head still, and move your eyes to focus on each dot as it appears.</p>
		<p>You do not need to click on the dots. Just move your eyes to look at the dots.</p>
		",0,,,,,,,,,,,,,
,webgazer-validate,10,79711,0.0-9.0,Harsh_pcv47lw7uuykddj,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]","85.71428571428571,34.61538461538461,51.85185185185185,0","[object Object],[object Object],[object Object],[object Object]","25,25,25,75,75,25,75,75",13.62,,,,,,,
,html-button-response,11,84151,0.0-10.0,Harsh_pcv47lw7uuykddj,4437.879999983124,"<div style=""width: 800px; padding: 50px; border-radius: 10px ;background-color: #eaf4f4""><p style=""font-size:20px"">Welcome to the Task 1:</p><h1>Stroop Color/Word</h1>",0,,,,,,,,,,,,,
,instructions,12,88954,0.0-11.0,Harsh_pcv47lw7uuykddj,4801.630000001751,,,,,,,,,"[object Object],[object Object],[object Object]",,,,,,
,html-keyboard-response,13,89715,0.0-12.0-0.0,Harsh_pcv47lw7uuykddj,,"<table border=""0"" width=""600""><tr height=""250""><td></td></tr><tr height=""250""><td><div style=""font-size:60px;"">+</div></td></tr><tr height=""250""><td valign=""bottom""><img src=""../../assets/images/on_trial.png"" width = ""500""></td></tr></table>",,,,,,,,,fixation,,,,,
,html-keyboard-response,14,90600,0.0-12.0-1.0,Harsh_pcv47lw7uuykddj,883.1100000534207,"<table border=""0"" width=""600""><tr height=""250""><td></td></tr><tr height=""250""><td><div style=""font-size:60px;""><p class=""stimulus"" style=""color:rgb(0,0,255);"">Red</p></div></td></tr><tr height=""250""><td valign=""bottom""><img src=""../../assets/images/on_trial.png"" width = ""500""></td></tr></table>",arrowright,,,,,,,,practice trial,Incon,ArrowRight,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,15,91068,0.0-12.0-2.0,Harsh_pcv47lw7uuykddj,,"<table border=""0"" width=""600""><tr height=""250""><td></td></tr><tr height=""250""><td><div style=""font-size:60px;"">Correct!</div></td></tr><tr height=""250""><td valign=""bottom""><img src=""../../assets/images/on_trial.png"" width = ""500""></td></tr></table>",,,,,,,,,,,,,,
,html-keyboard-response,16,92825,0.0-12.0-0.1,Harsh_pcv47lw7uuykddj,,"<table border=""0"" width=""600""><tr height=""250""><td></td></tr><tr height=""250""><td><div style=""font-size:60px;"">+</div></td></tr><tr height=""250""><td valign=""bottom""><img src=""../../assets/images/on_trial.png"" width = ""500""></td></tr></table>",,,,,,,,,fixation,,,,,
,html-keyboard-response,17,95969,0.0-12.0-1.1,Harsh_pcv47lw7uuykddj,,"<table border=""0"" width=""600""><tr height=""250""><td></td></tr><tr height=""250""><td><div style=""font-size:60px;""><p class=""stimulus"" style=""color:rgb(255,0,0);"">Red</p></div></td></tr><tr height=""250""><td valign=""bottom""><img src=""../../assets/images/on_trial.png"" width = ""500""></td></tr></table>",,,,,,,,,practice trial,Con,ArrowLeft,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],false
,html-keyboard-response,18,96377,0.0-12.0-2.1,Harsh_pcv47lw7uuykddj,,"<table border=""0"" width=""600""><tr height=""250""><td></td></tr><tr height=""250""><td><div style=""font-size:60px;"">Incorrect</div></td></tr><tr height=""250""><td valign=""bottom""><img src=""../../assets/images/on_trial.png"" width = ""500""></td></tr></table>",,,,,,,,,,,,,,
,html-keyboard-response,19,97629,0.0-12.0-0.2,Harsh_pcv47lw7uuykddj,,"<table border=""0"" width=""600""><tr height=""250""><td></td></tr><tr height=""250""><td><div style=""font-size:60px;"">+</div></td></tr><tr height=""250""><td valign=""bottom""><img src=""../../assets/images/on_trial.png"" width = ""500""></td></tr></table>",,,,,,,,,fixation,,,,,
,html-keyboard-response,20,100526,0.0-12.0-1.2,Harsh_pcv47lw7uuykddj,2893.9900000113994,"<table border=""0"" width=""600""><tr height=""250""><td></td></tr><tr height=""250""><td><div style=""font-size:60px;""><p class=""stimulus"" style=""color:rgb(0,0,255);"">Green</p></div></td></tr><tr height=""250""><td valign=""bottom""><img src=""../../assets/images/on_trial.png"" width = ""500""></td></tr></table>",arrowright,,,,,,,,practice trial,Incon,ArrowRight,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,21,100983,0.0-12.0-2.2,Harsh_pcv47lw7uuykddj,,"<table border=""0"" width=""600""><tr height=""250""><td></td></tr><tr height=""250""><td><div style=""font-size:60px;"">Correct!</div></td></tr><tr height=""250""><td valign=""bottom""><img src=""../../assets/images/on_trial.png"" width = ""500""></td></tr></table>",,,,,,,,,,,,,,
,html-keyboard-response,22,101276,0.0-12.0-0.3,Harsh_pcv47lw7uuykddj,,"<table border=""0"" width=""600""><tr height=""250""><td></td></tr><tr height=""250""><td><div style=""font-size:60px;"">+</div></td></tr><tr height=""250""><td valign=""bottom""><img src=""../../assets/images/on_trial.png"" width = ""500""></td></tr></table>",,,,,,,,,fixation,,,,,
,html-keyboard-response,23,104418,0.0-12.0-1.3,Harsh_pcv47lw7uuykddj,,"<table border=""0"" width=""600""><tr height=""250""><td></td></tr><tr height=""250""><td><div style=""font-size:60px;""><p class=""stimulus"" style=""color:rgb(0,0,255);"">Blue</p></div></td></tr><tr height=""250""><td valign=""bottom""><img src=""../../assets/images/on_trial.png"" width = ""500""></td></tr></table>",,,,,,,,,practice trial,Con,ArrowRight,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],false
,html-keyboard-response,24,104618,0.0-12.0-2.3,Harsh_pcv47lw7uuykddj,197.50999996904284,"<table border=""0"" width=""600""><tr height=""250""><td></td></tr><tr height=""250""><td><div style=""font-size:60px;"">Incorrect</div></td></tr><tr height=""250""><td valign=""bottom""><img src=""../../assets/images/on_trial.png"" width = ""500""></td></tr></table>",arrowright,,,,,,,,,,,,,
,html-keyboard-response,25,105638,0.0-12.0-0.4,Harsh_pcv47lw7uuykddj,,"<table border=""0"" width=""600""><tr height=""250""><td></td></tr><tr height=""250""><td><div style=""font-size:60px;"">+</div></td></tr><tr height=""250""><td valign=""bottom""><img src=""../../assets/images/on_trial.png"" width = ""500""></td></tr></table>",,,,,,,,,fixation,,,,,
